Time_Index,onwind,solar
274,0.799607724,0.623139376
275,0.799678598,0.523487537
276,0.801807473,0.34353246
277,0.802382099,0.388419441
278,0.798775612,0.3359211
279,0.799968787,0.217198202
280,0.798510467,0.092742923
281,0.804875505,0.012471874
282,0.804886638,0
283,0.805434445,0
284,0.805868634,0
285,0.805752083,0
286,0.805794081,0
287,0.805599499,0
288,0.805708799,0
289,0.805378974,0
290,0.805559705,0
291,0.805307535,0
292,0.804134214,0
293,0.8026708,0
294,0.801538601,0
295,0.801118055,0
296,0.801425112,0.063107196
297,0.801369466,0.479931199
298,0.792475411,0.71767395
299,0.759310822,0.655796197
300,0.754491102,0.584035412
301,0.75714964,0.577203045
302,0.75700857,0.644256489
303,0.752042128,0.714958393
304,0.742349435,0.547396145
305,0.771979431,0.102787766
306,0.793605684,0
307,0.798914277,0
308,0.791841937,0
309,0.776758967,0
310,0.753982939,0
311,0.720300594,0
312,0.694147022,0
313,0.678434288,0
314,0.66325415,0
315,0.639317463,0
316,0.612959863,0
317,0.606257707,0
318,0.601505475,0
319,0.561120356,0
320,0.488205182,0.027858291
321,0.417577481,0.151807519
322,0.300594005,0.39392211
323,0.275315026,0.506696422
324,0.295617825,0.555070989
325,0.348585025,0.568456937
326,0.39862232,0.627194969
327,0.484299445,0.681142739
328,0.497211303,0.508404227
329,0.591619425,0.095567493
330,0.621825421,0
331,0.635785349,0
332,0.640436791,0
333,0.59857257,0
334,0.556400475,0
335,0.49920847,0
336,0.469866415,0
337,0.486684101,0
338,0.436210123,0
339,0.380356395,0
340,0.325708264,0
341,0.261169756,0
342,0.178112291,0
343,0.093607615,0
344,0.044696538,0.014122858
345,0.025265477,0.248662254
346,0.010712686,0.519142117
347,0.003791403,0.33031257
348,0.016647511,0.339257582
349,0.058971064,0.333470622
350,0.178761459,0.457535372
351,0.437106659,0.427343594
352,0.690183178,0.171252457
353,0.793077029,0.019550158
354,0.802159893,0
355,0.804774882,0
356,0.804434576,0
357,0.803841086,0
358,0.804981906,0
359,0.805081446,0
360,0.805184697,0
361,0.803777283,0
362,0.803483726,0
363,0.797702574,0
364,0.79588684,0
365,0.794430384,0
366,0.794675653,0
367,0.791883161,0
368,0.787816557,0.063730936
369,0.774339167,0.476323223
370,0.730791246,0.714893005
371,0.700825928,0.662816718
372,0.665903198,0.592406077
373,0.661461646,0.572063828
374,0.655937859,0.634397922
375,0.662408499,0.714926615
376,0.584608997,0.565643896
377,0.632588263,0.119216325
378,0.672748346,0
379,0.730019676,0
380,0.771953478,0
381,0.769238131,0
382,0.734779856,0
383,0.663015826,0
384,0.520533729,0
385,0.547654132,0
386,0.587756869,0
387,0.613350372,0
388,0.655227592,0
389,0.669953374,0
390,0.647486348,0
391,0.603865136,0
392,0.558924898,0.020463849
393,0.524860929,0.292353547
394,0.369523063,0.73108873
395,0.235117939,0.666457134
396,0.147950364,0.558505643
397,0.094209088,0.493164059
398,0.068201608,0.398083166
399,0.044573641,0.212736675
400,0.024420922,0.066322472
401,0.047549323,0.013232403
402,0.087789869,0
403,0.160424133,0
404,0.232410407,0
405,0.341283654,0
406,0.51049187,0
407,0.617592623,0
408,0.620813699,0
409,0.60970906,0
410,0.625823164,0
411,0.685570057,0
412,0.723675326,0
413,0.757557614,0
414,0.774711834,0
415,0.78334829,0
416,0.796366567,0.004629657
417,0.804857655,0.025231403
418,0.805886671,0.04269339
419,0.805883376,0.076539077
420,0.805868923,0.101056449
421,0.805871195,0.109282233
422,0.805434913,0.059195313
423,0.803593574,0.045964798
424,0.79625652,0.274457094
425,0.752362747,0.077768289
426,0.712147576,0
427,0.611068724,0
428,0.579617353,0
429,0.550832892,0
430,0.654892593,0
431,0.722742595,0
432,0.711200892,0
433,0.666420595,0
434,0.640962744,0
435,0.586138864,0
436,0.547753187,0
437,0.522725344,0
438,0.499225193,0
439,0.563677712,0
440,0.554667764,0.002706157
441,0.520803916,0.013502516
442,0.428509763,0.036250364
443,0.343230011,0.042309152
444,0.301850165,0.199265168
445,0.286733464,0.242828015
446,0.295013727,0.161808004
447,0.347014441,0.079454675
448,0.425036747,0.037169771
449,0.494866017,0.012600608
450,0.564725895,0
451,0.63699063,0
452,0.680493653,0
453,0.689532526,0
454,0.699009309,0
455,0.700703317,0
456,0.699486495,0
457,0.702818448,0
458,0.711563451,0
459,0.723981955,0
460,0.714423086,0
461,0.705863279,0
462,0.665017883,0
463,0.64998806,0
464,0.609420931,0.046716677
465,0.488795947,0.393502171
466,0.363531774,0.504437521
467,0.259430985,0.39427207
468,0.195817786,0.3971788
469,0.179679764,0.476340491
470,0.180829203,0.442077003
471,0.170532282,0.321928293
472,0.127983506,0.193878312
473,0.077799076,0.034997464
474,0.071809216,0
475,0.06806175,0
476,0.058957621,0
477,0.03212093,0
478,0.013883151,0
479,0.006234016,0
480,0.005238072,0
481,0.016962981,0
482,0.053846462,0
483,0.100529837,0
484,0.050562291,0
485,0.05099818,0
486,0.085537234,0
487,0.078939387,0
488,0.111882135,0.056635583
489,0.154399512,0.456991518
490,0.335636301,0.714847434
491,0.632245964,0.68209342
492,0.734470391,0.538362874
493,0.792587599,0.408144579
494,0.805430491,0.350018313
495,0.805360039,0.353203373
496,0.804912849,0.384226281
497,0.802534153,0.121993349
498,0.804841745,0
499,0.805415447,0
500,0.805847143,0
501,0.805696897,0
502,0.805614947,0
503,0.805321084,0
504,0.800631275,0
505,0.799324127,0
506,0.792881039,0
507,0.757266679,0
508,0.739048404,0
509,0.700585211,0
510,0.647720276,0
511,0.55733994,0
512,0.471886539,0.082277488
513,0.3682421,0.480991877
514,0.245769475,0.620456459
515,0.195965208,0.571534074
516,0.171603263,0.524018526
517,0.143273694,0.510530244
518,0.128790744,0.547686164
519,0.099099439,0.51504848
520,0.081613789,0.39804431
521,0.11906004,0.092287786
522,0.173272908,0
523,0.15438794,0
524,0.113312181,0
525,0.245087684,0
526,0.19475686,0
527,0.167958839,0
528,0.199588103,0
529,0.249290364,0
530,0.247059522,0
531,0.25082773,0
532,0.257526529,0
533,0.331955405,0
534,0.429571105,0
535,0.492002055,0
536,0.607555392,0.077716528
537,0.588146016,0.521202547
538,0.573871151,0.759313274
539,0.569803521,0.708633122
540,0.64734947,0.642575602
541,0.724083326,0.633871301
542,0.743842906,0.697221025
543,0.767018434,0.775939981
544,0.766608441,0.678521647
545,0.773251944,0.182958626
546,0.802739178,0
547,0.803940004,0
548,0.802309628,0
549,0.778457898,0
550,0.776342608,0
551,0.779080225,0
552,0.77906113,0
553,0.760139895,0
554,0.749742707,0
555,0.724678494,0
556,0.69316983,0
557,0.64847343,0
558,0.608208516,0
559,0.560545518,0
560,0.557499272,0.051228974
561,0.464471572,0.465356754
562,0.297498412,0.772997455
563,0.238518454,0.725419474
564,0.223106424,0.648452797
565,0.195436008,0.634158299
566,0.133235929,0.686305577
567,0.106846288,0.744691979
568,0.086085365,0.636695927
569,0.07322728,0.169722431
570,0.06133159,0
571,0.040156076,0
572,0.016297623,0
573,0.006346781,0
574,0.006560788,0
575,0.002319541,0
576,0.000622562,0
577,0.000323912,0
578,0.002467853,0
579,0.003606418,0
580,0.006028895,0
581,0.007923142,0
582,0.011420624,0
583,0.011655061,0
584,0.012022665,0.003252184
585,0.017731617,0.02762258
586,0.036934159,0.069373513
587,0.054406776,0.11717072
588,0.038712787,0.169790396
589,0.031571501,0.355235111
590,0.032014311,0.443527355
591,0.0273272,0.482120252
592,0.023163259,0.11690868
593,0.04542261,0.01217364
594,0.0411388,0
595,0.03884662,0
596,0.023677288,0
597,0.015232604,0
598,0.017461988,0
599,0.028304148,0
600,0.034140255,0
601,0.080148299,0
602,0.093998889,0
603,0.175307775,0
604,0.247466935,0
605,0.372519491,0
606,0.455085403,0
607,0.531986577,0
608,0.557723504,0.001684992
609,0.566915758,0.013341741
610,0.589535215,0.057996079
611,0.555823328,0.12659835
612,0.547899792,0.226456577
613,0.649628754,0.153715901
614,0.744351232,0.214639646
615,0.789885411,0.166728976
616,0.794888631,0.085676702
617,0.798926211,0.062830114
618,0.805549164,0
619,0.803697218,0
620,0.805886262,0
621,0.805881152,0
622,0.805886671,0
623,0.805886671,0
624,0.805886671,0
625,0.805886671,0
626,0.805712613,0
627,0.805849641,0
628,0.805826453,0
629,0.805493352,0
630,0.804738282,0
631,0.803999444,0
632,0.804043274,0.005333044
633,0.788818911,0.044268882
634,0.760721852,0.342054243
635,0.735551237,0.313634128
636,0.72063507,0.254221219
637,0.691405172,0.349519946
638,0.697656768,0.346434509
639,0.677342008,0.337017949
640,0.655518529,0.26362025
641,0.670661737,0.124308068
642,0.674407996,0
643,0.63438743,0
644,0.516742371,0
645,0.423034397,0
646,0.384022261,0
647,0.321260648,0
648,0.254573982,0
649,0.176178698,0
650,0.0978828,0
651,0.050826909,0
652,0.017425229,0
653,0.007162433,0
654,0.006457525,0
655,0.003425155,0
656,0.001974833,0.03018907
657,0.000470303,0.247817718
658,0,0.346920563
659,4.13E-05,0.405373153
660,3.52E-05,0.415800353
661,0.001254518,0.306192989
662,0.00244891,0.260256252
663,0.006911805,0.297479777
664,0.010780275,0.188999233
665,0.012433017,0.04339436
666,0.007977318,0
667,0.003316148,0
668,0.00629812,0
669,0.015670632,0
670,0.025168787,0
671,0.040292613,0
672,0.055319148,0
673,0.064853951,0
674,0.066200523,0
675,0.071341863,0
676,0.064326728,0
677,0.069015568,0
678,0.129874755,0
679,0.244837963,0
680,0.365271577,0.071906627
681,0.429161265,0.387816127
682,0.326326307,0.536622751
683,0.188438915,0.480083791
684,0.146935196,0.454702251
685,0.140846946,0.446133689
686,0.141364973,0.394728303
687,0.179183185,0.263031107
688,0.208405474,0.193768028
689,0.312907037,0.049125039
690,0.425968719,0
691,0.445497202,0
692,0.458468113,0
693,0.488571843,0
694,0.465879069,0
695,0.438123097,0
696,0.396889834,0
697,0.319335958,0
698,0.243584452,0
699,0.197556136,0
700,0.164970399,0
701,0.141936933,0
702,0.102324461,0
703,0.059674333,0
704,0.037778049,0.084909526
705,0.058245778,0.488324545
706,0.079283595,0.490547554
707,0.05003776,0.645056346
708,0.046629046,0.497430484
709,0.065267047,0.578488242
710,0.109218357,0.498592404
711,0.187036144,0.627147238
712,0.359295323,0.35813256
713,0.540266001,0.145107376
714,0.710279276,0.000868177
715,0.757746356,0
716,0.727155657,0
717,0.745972876,0
718,0.657105572,0
719,0.627973571,0
720,0.610277946,0
721,0.624451839,0
722,0.616900909,0
723,0.570987594,0
724,0.589096376,0
725,0.563846946,0
726,0.576109501,0
727,0.597251883,0
728,0.521230192,0.122648104
729,0.400991959,0.380537222
730,0.285477802,0.728182454
731,0.251160231,0.74437032
732,0.182224597,0.675527413
733,0.119723196,0.662304897
734,0.07106449,0.706825804
735,0.06419523,0.731754176
736,0.043167392,0.693028339
737,0.012491868,0.229778402
738,0.002641879,0.002718253
739,0.005734216,0
740,0.014029078,0
741,0.046293874,0
742,0.088960027,0
743,0.151606304,0
744,0.187244814,0
745,0.229402136,0
746,0.258227481,0
747,0.311832199,0
748,0.371634704,0
749,0.384412512,0
750,0.431762266,0
751,0.517187057,0
752,0.600141618,0.012503533
753,0.649300304,0.029586593
754,0.633262131,0.059827836
755,0.562958432,0.085194897
756,0.583133976,0.091199187
757,0.599665105,0.119837294
758,0.661992149,0.179623526
759,0.650010321,0.116282154
760,0.664864856,0.380531844
761,0.667804053,0.152524197
762,0.693862142,0.001569224
763,0.668907726,0
764,0.65576625,0
765,0.61143431,0
766,0.606573828,0
767,0.59816715,0
768,0.589301896,0
769,0.622107663,0
770,0.588586299,0
771,0.614131918,0
772,0.548613424,0
773,0.567535671,0
774,0.669390435,0
775,0.697548134,0
776,0.764104772,0.037098891
777,0.786584946,0.382512269
778,0.763406331,0.484308275
779,0.627350423,0.329818124
780,0.562745777,0.261224141
781,0.447037274,0.236856312
782,0.377844866,0.473130592
783,0.41971482,0.664631077
784,0.314465224,0.583597081
785,0.297419497,0.201006991
786,0.253344499,0.0033475
787,0.152195649,0
788,0.14961858,0
789,0.332878142,0
790,0.535264203,0
791,0.593129671,0
792,0.764202875,0
793,0.722809797,0
794,0.78653571,0
795,0.79996407,0
796,0.795252653,0
797,0.796546191,0
798,0.790102384,0
799,0.795723914,0
800,0.79077807,0.118050935
801,0.775504588,0.5798353
802,0.752660664,0.775242484
803,0.710649331,0.741287312
804,0.693183078,0.67720693
805,0.666438256,0.668252454
806,0.645993782,0.722480065
807,0.619881523,0.788374589
808,0.61939789,0.744379377
809,0.588608198,0.289317751
810,0.600365709,0.008759513
811,0.586175457,0
812,0.537140697,0
813,0.462422521,0
814,0.341998058,0
815,0.273609163,0
816,0.271470634,0
817,0.281295267,0
818,0.274038988,0
819,0.275080369,0
820,0.349404219,0
821,0.453144007,0
822,0.568444154,0
823,0.64662115,0
824,0.667830626,0.133089748
825,0.586979615,0.538570277
826,0.43195376,0.688057686
827,0.366105251,0.660469323
828,0.380670566,0.605361889
829,0.394032838,0.608219634
830,0.417351801,0.652281939
831,0.49352316,0.667690699
832,0.574640519,0.481300873
833,0.577215436,0.192711771
834,0.752296001,0.003902154
835,0.781242048,0
836,0.770848473,0
837,0.771824642,0
838,0.734625678,0
839,0.716649305,0
840,0.710748436,0
841,0.665478525,0
842,0.589019151,0
843,0.492605817,0
844,0.420571077,0
845,0.336558294,0
846,0.214075302,0
847,0.171383274,0
848,0.123831044,0.078081686
849,0.061069995,0.074043305
850,0.004123452,0.153392221
851,0.002395308,0.206540105
852,0.015126107,0.161574905
853,0.064927107,0.090354181
854,0.270937419,0.134165881
855,0.554850479,0.072529098
856,0.645117536,0.041813644
857,0.742186312,0.028445636
858,0.75661676,0.000726768
859,0.78767102,0
860,0.790336086,0
861,0.803031165,0
862,0.805874796,0
863,0.805886671,0
864,0.805886671,0
865,0.805886671,0
866,0.805886671,0
867,0.805886671,0
868,0.805886671,0
869,0.805886671,0
870,0.805886671,0
871,0.805886671,0
872,0.805423594,0.152307271
873,0.799566637,0.636829054
874,0.752876534,0.790825524
875,0.678751465,0.741232213
876,0.596138965,0.681382334
877,0.481111459,0.668733395
878,0.375850313,0.710309545
879,0.298178797,0.759507037
880,0.221064068,0.70934279
881,0.194071897,0.288199678
882,0.282568312,0.010558689
883,0.38754893,0
884,0.380494245,0
885,0.307963369,0
886,0.270422041,0
887,0.200287765,0
888,0.129131337,0
889,0.090828403,0
890,0.078388421,0
891,0.069213225,0
892,0.053293659,0
893,0.040554917,0
894,0.018181803,0
895,0.00884379,0
896,0.007794432,0.062866971
897,0.007653406,0.514919708
898,0.004495668,0.720139527
899,0.005879911,0.62503709
900,0.026314016,0.551670381
901,0.065135127,0.515260242
902,0.099866717,0.569211112
903,0.10076177,0.529684711
904,0.166172347,0.309030448
905,0.189031238,0.0819078
906,0.200379433,0.00295682
907,0.258814533,0
908,0.238103222,0
909,0.251228956,0
910,0.170070626,0
911,0.292197765,0
912,0.160636529,0
913,0.171285051,0
914,0.223812811,0
915,0.19424473,0
916,0.073417842,0
917,0.040733354,0
918,0.009514245,0
919,0.002702981,0
920,0.030745577,0.025210638
921,0.139829902,0.118658233
922,0.39279147,0.3783259
923,0.670219853,0.699043567
924,0.799764743,0.69318973
925,0.80462524,0.501753238
926,0.805853513,0.674584131
927,0.805886671,0.810299334
928,0.805886671,0.768250713
929,0.805886671,0.318381085
930,0.752107258,0.010627227
931,0.70653053,0
932,0.678551991,0
933,0.683113611,0
934,0.741253359,0
935,0.759500787,0
936,0.77329169,0
937,0.77108333,0
938,0.771568748,0
939,0.792150847,0
940,0.748834632,0
941,0.705895236,0
942,0.663117758,0
943,0.643076608,0
944,0.699945707,0.160265458
945,0.572435997,0.590583233
946,0.548551107,0.730100406
947,0.478276364,0.64265128
948,0.466384949,0.660422768
949,0.413150272,0.707373746
950,0.375658197,0.702862188
951,0.419534331,0.68898406
952,0.50467192,0.439939548
953,0.53594846,0.095938611
954,0.586332822,0.00401792
955,0.659679779,0
956,0.685629735,0
957,0.699849318,0
958,0.645703058,0
959,0.640548893,0
960,0.662840746,0
961,0.661678268,0
962,0.646192393,0
963,0.627737533,0
964,0.60508356,0
965,0.601488768,0
966,0.557253548,0
967,0.637463281,0
968,0.645555616,0.194936611
969,0.630819441,0.729336145
970,0.564137619,0.875492464
971,0.483726542,0.823765695
972,0.579725044,0.759071982
973,0.583563192,0.746429617
974,0.55605001,0.795551965
975,0.569601353,0.862824898
976,0.572502887,0.839932666
977,0.555387103,0.394875271
978,0.486731813,0.023257508
979,0.458137902,0
980,0.419947498,0
981,0.442126059,0
982,0.445320261,0
983,0.364358702,0
984,0.341833024,0
985,0.319027773,0
986,0.435683126,0
987,0.55871647,0
988,0.65632121,0
989,0.667198254,0
990,0.637001918,0
991,0.606461873,0
992,0.513848105,0.136926429
993,0.312671573,0.553706472
994,0.147396586,0.78957317
995,0.159780362,0.804087715
996,0.214797822,0.73889852
997,0.24416141,0.726365765
998,0.28644811,0.769712823
999,0.351001065,0.826372071
1000,0.392352422,0.795280352
1001,0.356568635,0.372193199
1002,0.311825291,0.021600717
1003,0.258404306,0
1004,0.240850626,0
1005,0.265851728,0
1006,0.268598699,0
1007,0.299563492,0
1008,0.335617504,0
1009,0.315716756,0
1010,0.319007291,0
1011,0.354578359,0
1012,0.456123989,0
1013,0.574010442,0
1014,0.649303387,0
1015,0.67887786,0
1016,0.692312521,0.070364791
1017,0.619671254,0.24919882
1018,0.459802506,0.31931946
1019,0.479150685,0.562592798
1020,0.507013256,0.55136106
1021,0.647898292,0.431893635
1022,0.721576619,0.5778053
1023,0.794647623,0.58185771
1024,0.805679513,0.395965999
1025,0.800623764,0.110473973
1026,0.800043412,0.006284645
1027,0.800270823,0
1028,0.798506309,0
1029,0.801927357,0
1030,0.804393331,0
1031,0.799027321,0
1032,0.803446583,0
1033,0.789237802,0
1034,0.747728718,0
1035,0.711275403,0
1036,0.63508572,0
1037,0.543772933,0
1038,0.420970033,0
1039,0.339167858,0
1040,0.341540492,0.0886689
1041,0.296938767,0.215844079
1042,0.413570946,0.519375395
1043,0.647224297,0.483253988
1044,0.767267158,0.582985252
1045,0.793651485,0.653750058
1046,0.800565472,0.645353744
1047,0.80328747,0.651800542
1048,0.803334622,0.539504695
1049,0.804970528,0.120513886
1050,0.805505674,0.006797761
1051,0.805886671,0
1052,0.805886671,0
1053,0.805886671,0
1054,0.805886671,0
1055,0.805885144,0
1056,0.805885144,0
1057,0.805821581,0
1058,0.79729654,0
1059,0.788678139,0
1060,0.797769828,0
1061,0.805567784,0
1062,0.805768358,0
1063,0.805496273,0
1064,0.805839939,0.062154059
1065,0.805883767,0.291239635
1066,0.805439617,0.42948323
1067,0.804245145,0.672281659
1068,0.801541224,0.704755533
1069,0.802853608,0.696545284
1070,0.794060558,0.738558954
1071,0.788633081,0.754846555
1072,0.756795073,0.745218466
1073,0.733402164,0.37568008
1074,0.797126871,0.025883174
1075,0.794360493,0
1076,0.794659322,0
1077,0.794872085,0
1078,0.798385805,0
1079,0.79839824,0
1080,0.765409871,0
1081,0.765397756,0
1082,0.76506064,0
1083,0.765400446,0
1084,0.765416026,0
1085,0.772063236,0
1086,0.772235431,0
1087,0.782379653,0.001851601
1088,0.804754115,0.279130062
1089,0.799759105,0.840618594
1090,0.794318288,0.922896018
1091,0.782050157,0.854827303
1092,0.77951043,0.789190572
1093,0.778095915,0.775557114
1094,0.770595251,0.82364211
1095,0.769123397,0.890875254
1096,0.763625511,0.886879335
1097,0.753205623,0.477136505
1098,0.757046,0.038604631
1099,0.754041803,0
1100,0.752475834,0
1101,0.687584592,0
1102,0.583601694,0
1103,0.480039813,0
1104,0.419300013,0
1105,0.358744555,0
1106,0.255754317,0
1107,0.090052822,0
1108,0.065144172,0
1109,0.056276697,0
1110,0.075985467,0
1111,0.091059747,0.00024176
1112,0.093862162,0.14435814
1113,0.088417062,0.730290227
1114,0.052217527,0.839202106
1115,0.160206902,0.806284461
1116,0.395388666,0.747346395
1117,0.566026911,0.732846637
1118,0.612332973,0.767851376
1119,0.649632775,0.810287125
1120,0.696118526,0.777894395
1121,0.680277716,0.396566104
1122,0.730010909,0.027689974
1123,0.746990041,0
1124,0.784008679,0
1125,0.79426675,0
1126,0.785623072,0
1127,0.790342606,0
1128,0.799575005,0
1129,0.781436472,0
1130,0.771706987,0
1131,0.775635943,0
1132,0.758534007,0
1133,0.73181253,0
1134,0.702715905,0
1135,0.679117081,0
1136,0.640074806,0.015302688
1137,0.459375781,0.121122056
1138,0.235488687,0.392279868
1139,0.161917432,0.456429203
1140,0.123288147,0.472682252
1141,0.115386444,0.586931339
1142,0.119577428,0.664523105
1143,0.146819931,0.678287954
1144,0.218147512,0.503683553
1145,0.379623501,0.180204451
1146,0.557014025,0.011416974
1147,0.65326937,0
1148,0.633484019,0
1149,0.597083864,0
1150,0.583429507,0
1151,0.600271694,0
1152,0.637000076,0
1153,0.659587946,0
1154,0.689936521,0
1155,0.717714279,0
1156,0.681178508,0
1157,0.730085856,0
1158,0.779215849,0
1159,0.767123292,0.00213941
1160,0.750229978,0.133170278
1161,0.749983051,0.118674646
1162,0.74310398,0.133874706
1163,0.749458386,0.136773037
1164,0.691016763,0.236095744
1165,0.679383938,0.462978599
1166,0.664861374,0.611802184
1167,0.692652761,0.686891709
1168,0.670972126,0.375422819
1169,0.642421212,0.068710428
1170,0.740620518,0.005816093
1171,0.804789016,0
1172,0.805860869,0
1173,0.775395654,0
